product_id,merchant_id,heritage_id,sku,product_name_zh,product_name_en,price_min_fen,price_max_fen,min_order_qty,recommended_max_qty,demo_max_order_qty,lead_time_days,dimensions_text,material_text,image_path,image_alt_zh,reference_source_url,image_license,recipient_tags,occasion_tags,style_tags,meaning_tags,supports_international_shipping,shipping_note,status,data_version,is_demo,demo_disclaimer
prod_demo_011,mer_demo_feiyi,heritage_demo_textile,HL-TEX-011,馆藏灵感·广州外销刺绣帷饰,Heritage-Inspired Chinese Palampore,168000,228000,1,4,10,40,方案规格约 180 × 120 厘米；参考图馆藏尺寸：274.3 x 228.6 cm,方案材质：丝织或刺绣面料与装裱辅材；参考图馆藏材质：Silk satin embroidered with silk,assets/catalog/products/met-69860.jpg,广州外销刺绣帷饰产品参考图,https://www.metmuseum.org/art/collection/search/69860,CC0 1.0 / Public Domain,"[""collector"",""institution""]","[""exhibition"",""collection""]","[""traditional"",""grand""]","[""heritage"",""remembrance""]",false,当前方案仅支持境内交付评估；国际运输需另行确认。,active,2026-07-17.2,true,MVP演示数据
prod_demo_012,mer_demo_feiyi,heritage_demo_textile,HL-TEX-012,馆藏灵感·中国丝织拼接面料,Heritage-Inspired Fabric,36000,52000,5,100,200,14,方案规格约 50 × 50 厘米；参考图馆藏尺寸：H. 114.2 cm,方案材质：丝织或刺绣面料与装裱辅材；参考图馆藏材质：Silk,assets/catalog/products/met-461250.jpg,中国丝织拼接面料产品参考图,https://www.metmuseum.org/art/collection/search/461250,CC0 1.0 / Public Domain,"[""employee"",""friend"",""business_partner""]","[""appreciation"",""business_gift""]","[""modern"",""elegant""]","[""gratitude"",""heritage""]",true,支持国际运输方案评估；包装、费用与合规要求由商家确认。,active,2026-07-17.2,true,MVP演示数据
prod_demo_013,mer_demo_feiyi,heritage_demo_textile,HL-TEX-013,馆藏灵感·八仙祝寿刺绣挂屏,Heritage-Inspired Panel with immortals,198000,268000,1,4,8,45,方案规格约 120 × 80 厘米；参考图馆藏尺寸：H. 184.2 cm; W. 116.8 cm; D. 1.75 cm,方案材质：丝织或刺绣面料与装裱辅材；参考图馆藏材质：Silk and metal thread embroidery on silk satin,assets/catalog/products/met-68527.jpg,八仙祝寿刺绣挂屏产品参考图,https://www.metmuseum.org/art/collection/search/68527,CC0 1.0 / Public Domain,"[""elder"",""institution"",""collector""]","[""birthday"",""collection"",""commemoration""]","[""traditional"",""grand""]","[""longevity"",""blessing"",""heritage""]",false,当前方案仅支持境内交付评估；国际运输需另行确认。,active,2026-07-17.2,true,MVP演示数据
prod_demo_014,mer_demo_feiyi,heritage_demo_textile,HL-TEX-014,馆藏灵感·鹤纹红绸织物,Heritage-Inspired Panel with crane pattern,68000,98000,2,30,60,22,方案规格约 70 × 45 厘米；参考图馆藏尺寸：H. 264.4 cm,方案材质：丝织或刺绣面料与装裱辅材；参考图馆藏材质：Red silk,assets/catalog/products/met-460786.jpg,鹤纹红绸织物产品参考图,https://www.metmuseum.org/art/collection/search/460786,CC0 1.0 / Public Domain,"[""elder"",""business_partner""]","[""birthday"",""business_gift""]","[""festive"",""elegant""]","[""longevity"",""blessing""]",true,支持国际运输方案评估；包装、费用与合规要求由商家确认。,active,2026-07-17.2,true,MVP演示数据
prod_demo_015,mer_demo_feiyi,heritage_demo_textile,HL-TEX-015,馆藏灵感·对鸟纹丝绣织物,Heritage-Inspired Textile with confronted birds,58000,78000,2,40,80,20,方案规格约 60 × 40 厘米；参考图馆藏尺寸：31.1 x 30.8 cm,方案材质：丝织或刺绣面料与装裱辅材；参考图馆藏材质：Silk embroidery on plain weave silk,assets/catalog/products/met-39596.jpg,对鸟纹丝绣织物产品参考图,https://www.metmuseum.org/art/collection/search/39596,CC0 1.0 / Public Domain,"[""newlywed"",""friend""]","[""wedding"",""anniversary""]","[""elegant"",""warm""]","[""union"",""harmony""]",true,支持国际运输方案评估；包装、费用与合规要求由商家确认。,active,2026-07-17.2,true,MVP演示数据
prod_demo_016,mer_demo_feiyi,heritage_demo_jade,HL-JAD-016,馆藏灵感·环形玉龙佩,Heritage-Inspired Knotted dragon pendant,88000,128000,2,25,50,24,方案规格约 8 × 8 厘米；参考图馆藏尺寸：待补充,方案材质：玉石类雕刻材料与礼盒辅材；参考图馆藏材质：Jade,assets/catalog/products/met-39637.jpg,环形玉龙佩产品参考图,https://www.metmuseum.org/art/collection/search/39637,CC0 1.0 / Public Domain,"[""business_partner"",""friend"",""collector""]","[""business_gift"",""commemoration"",""collection""]","[""traditional"",""elegant""]","[""prosperity"",""heritage""]",true,支持国际运输方案评估；包装、费用与合规要求由商家确认。,active,2026-07-17.2,true,MVP演示数据
prod_demo_017,mer_demo_feiyi,heritage_demo_jade,HL-JAD-017,馆藏灵感·十二生肖玉雕组,Heritage-Inspired Twelve animals of the Chinese zodiac,238000,298000,1,6,15,35,方案规格单件高约 6 厘米，共十二件；参考图馆藏尺寸：each approx. H. 5.7 cm; W. 4.4 cm,方案材质：玉石类雕刻材料与礼盒辅材；参考图馆藏材质：Jade (nephrite),assets/catalog/products/met-42102.jpg,十二生肖玉雕组产品参考图,https://www.metmuseum.org/art/collection/search/42102,CC0 1.0 / Public Domain,"[""family"",""institution"",""collector""]","[""festival"",""collection""]","[""traditional"",""grand""]","[""heritage"",""prosperity""]",false,当前方案仅支持境内交付评估；国际运输需另行确认。,active,2026-07-17.2,true,MVP演示数据
prod_demo_018,mer_demo_feiyi,heritage_demo_jade,HL-JAD-018,馆藏灵感·白玉香盒,Heritage-Inspired Covered box from an incense set,78000,108000,2,20,40,26,方案规格约 8 × 8 × 5 厘米；参考图馆藏尺寸：H. 3.8 cm; Diam. 6.4 cm,方案材质：玉石类雕刻材料与礼盒辅材；参考图馆藏材质：Jade (nephrite),assets/catalog/products/met-42154.jpg,白玉香盒产品参考图,https://www.metmuseum.org/art/collection/search/42154,CC0 1.0 / Public Domain,"[""elder"",""friend""]","[""birthday"",""festival""]","[""elegant"",""minimal""]","[""harmony"",""blessing""]",true,支持国际运输方案评估；包装、费用与合规要求由商家确认。,active,2026-07-17.2,true,MVP演示数据
prod_demo_019,mer_demo_feiyi,heritage_demo_jade,HL-JAD-019,馆藏灵感·白玉带盖香炉,Heritage-Inspired Incense burner with cover,198000,268000,1,5,12,38,方案规格高约 16 厘米；参考图馆藏尺寸：H. 8.6 cm; Diam. 12.1 cm,方案材质：玉石类雕刻材料与礼盒辅材；参考图馆藏材质：Jade (nephrite),assets/catalog/products/met-42153.jpg,白玉带盖香炉产品参考图,https://www.metmuseum.org/art/collection/search/42153,CC0 1.0 / Public Domain,"[""collector"",""institution""]","[""collection"",""exhibition""]","[""traditional"",""grand""]","[""heritage"",""remembrance""]",false,当前方案仅支持境内交付评估；国际运输需另行确认。,active,2026-07-17.2,true,MVP演示数据
prod_demo_020,mer_demo_feiyi,heritage_demo_jade,HL-JAD-020,馆藏灵感·童子水牛玉雕,Heritage-Inspired Boy with water buffalo,128000,188000,1,8,20,30,方案规格约 20 × 14 × 15 厘米；参考图馆藏尺寸：H. 13.2 cm; W. 10.6 cm; L. 18.5 cm,方案材质：玉石类雕刻材料与礼盒辅材；参考图馆藏材质：Jade (nephrite),assets/catalog/products/met-41918.jpg,童子水牛玉雕产品参考图,https://www.metmuseum.org/art/collection/search/41918,CC0 1.0 / Public Domain,"[""family"",""business_partner"",""collector""]","[""housewarming"",""business_gift"",""collection""]","[""warm"",""traditional""]","[""prosperity"",""blessing""]",true,支持国际运输方案评估；包装、费用与合规要求由商家确认。,active,2026-07-17.2,true,MVP演示数据
